id,firstname,lastname,university,university_shortname,university_city,functions,organization,organization_sector
1042,Peter,Leibfried,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrats,Ivoclar Vivadent AG,Pharma & health
1043,Peter,Leibfried,Uni St. Gallen,USG,Saint Gallen,Präsident der Fachkommission,Swiss GAAP FER,Not classifiable
1044,Peter,Rohner,Uni St. Gallen,USG,Saint Gallen,Stiftungsrat,International School Schaffhausen ISSH,Education & research
1045,Peter Mathias,Fischer,Uni St. Gallen,USG,Saint Gallen,National Representative Switzerland and Member of the Executive Committee,European Marketing Academy EMAC,Education & research
1046,Peter Mathias,Fischer,Uni St. Gallen,USG,Saint Gallen,Gründer und Leiter der Regionalgruppe Ostschweiz/Vorarlberg,AbsolventUM,Education & research
1047,Peter Mathias,Fischer,Uni St. Gallen,USG,Saint Gallen,Co-Founder,Sound Leadership LLC,"Consulting, public relations, legal & trust"
1048,Peter Viktor,Kunz,Uni Bern,UBE,Bern,NA,Walder,"Commerce, trade & services"
1049,Peter Viktor,Kunz,Uni Bern,UBE,Bern,NA,Convida,Financial industry & insurances
1050,Peter Viktor,Kunz,Uni Bern,UBE,Bern,NA,Bayer Wartmann AG,Not classifiable
1051,Philipp,Rudolf von Rohr,ETH Zürich,ETH,Zurich,Stiftungsrat,André und Hedy Knoll-Spring Stiftung,Education & research
1052,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Administrateur de la Fondation,Fondation Bullukian,"Society, Social, Culture & Sports"
1053,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Membre du Conseil d'Administration,Société BioMérieux,Pharma & health
1054,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Membre du Conseil de la Fondation,Fondation BNP Paribas pour le mécénat,Financial industry & insurances
1055,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Membre du Conseil de la Fondation,Fondation Elemo,Education & research
1056,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Président de la Fondation,Fondation IQRGC,Not classifiable
1057,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Président du Board du Human Brain Project,Human Brain Project,Education & research
1058,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Président du conseil d'Administration,Institut de Physique du Globe de Paris,Education & research
1059,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Président du Conseil de l'Ecole,Ecole VetAgro Sup,Education & research
1060,Philippe,Meier,Uni Lausanne,ULA,Lausanne,NA,Activités académiques,Education & research
1061,Philippe,Renaud,ETH Lausanne,EPF,Lausanne,Conseil scientifique + CA,"Mimotec SA, Sion","Industry, construction & agriculture"
1062,Philippe,Renaud,ETH Lausanne,EPF,Lausanne,"Conseil scientifique, membre","CSEM SA, Neuchâtel",Education & research
1063,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Président le la Commission fédérale de logement,"Office fédéral du logement, Granges","Politics, administration, justice system & security sector"
1064,Philippe,Bacchetta,Uni Lausanne,ULA,Lausanne,NA,Activités académiques,Education & research
1065,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Comité de direction du PNR 66 Ressource bois,Schweizerischer Nationalfonds,Education & research
1066,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Cours (26.03.14) La réforme fiscale écologique dans le cadre d'une formation continue,"IDHEAP, Université de Lausanne",Education & research
1067,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,"Expert externe, Réseau de compétence Economie et Management","Mission HES-SO, Delémont",Education & research
1068,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Journée d'économie politique d'iconomix 2014. 1 cours (21.11.14),HEP Lausanne,Education & research
1069,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Mandat privé pour l'évaluation de la durabilité de projets - Aspects économiques,"ARE, Office fédéral du développement territorial, Berne","Energy, environment & mobility"
1070,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Membre de la commission de caisse de Publica,"Publica, Berne",Financial industry & insurances
1071,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Membre de la commission fédérale consultative pour la recherche environnementale,"Off. féd. de l'Environnement, Berne-Ittigen","Politics, administration, justice system & security sector"
1072,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Membre du conseil de fondation,"IDHEAP, Chavannes-près-Renens",Education & research
1073,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Membre du conseil scientifique,"Swisscleantech Association, Bern","Commerce, trade & services"
1074,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Membre du groupe de travail Forum for climate and global change ProClim,"Swiss Academy of Sciences, Bern",Education & research
1075,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Panel d'évaluation des pôles de compétence suisses en recherche énergétique,Kommission für Technologie und Innovation,"Politics, administration, justice system & security sector"
1076,Philippe,Thalmann,ETH Lausanne,EPF,Lausanne,Partenariat pour organiser une journée de séminaire/année,"SVIT Swiss Real Estate School SA, Lausanne",Education & research
1077,Philippe A.,Halban,Uni Genf,UGE,Geneva,Conseil scientifique et orateur,sanofi-aventis,Pharma & health
1078,Pierre,Dillenbourg,ETH Lausanne,EPF,Lausanne,Mandat d'études sur la stratégie MOOC des universités Flamandes,"Koninklijke Vlaamse Academie van België voor Wetenschappen en Kusten, Brussel",Education & research
1079,Pierre,Vandergheynst,ETH Lausanne,EPF,Lausanne,"Founder, pas de rôle exécutif","Immersive Vision SARL, PSE",Technology
1080,Pierre,Vandergheynst,ETH Lausanne,EPF,Lausanne,Consulting,"Nestlé Research, Vevey","Industry, construction & agriculture"
1081,Pierre,Vandergheynst,ETH Lausanne,EPF,Lausanne,Consulting,"Advanced Silicon SA, Lausanne","Industry, construction & agriculture"
1082,Pierre,Dillenbourg,ETH Lausanne,EPF,Lausanne,Membre indépendant du conseil d'administration de l'établissement scolaire privé Haut-Lac (1 séance),"Haut-Lac Ecole internationale bilingue, St-Légier, CH",Education & research
1083,Pierre,Magistretti,ETH Lausanne,EPF,Lausanne,Consultant,"Price Foundation, Genève",Not classifiable
1084,Pierre,Magistretti,ETH Lausanne,EPF,Lausanne,Consultant,"Dana Foundation, New York",Education & research
1085,Pierre,Gönczy,ETH Lausanne,EPF,Lausanne,Scientific Board (no income),"Novartis Consumer Health Foundation, Nyon",Pharma & health
1086,Pierre,Collin Dufresne,ETH Lausanne,EPF,Lausanne,Academic Advisory Board,KEPOS Capital (NYC),Financial industry & insurances
1087,Pierre,Collin Dufresne,ETH Lausanne,EPF,Lausanne,Advisory Board,"Lombard Odier, Geneva",Financial industry & insurances
1088,Pierre,Collin Dufresne,ETH Lausanne,EPF,Lausanne,Advisory Board,SANCUS Capital (NYC),Financial industry & insurances
1089,Pierre,Collin Dufresne,ETH Lausanne,EPF,Lausanne,Expert Witness Consulting,Cornerstone Research (NYC),"Consulting, public relations, legal & trust"
1090,Pierre-Alain,Mariaux,Uni Neuenburg,UNE,Neuchâtel,Membre,Commission scientifique du Trésor abbatial de l'Abbaye St-Maurice,"Society, Social, Culture & Sports"
1091,Pierre-André,Farine,Uni Neuenburg,UNE,Neuchâtel,"Conseiller scientifique, Advisory Board","Ethimedix SA, Nyon",Pharma & health
1092,Pierre-André,Farine,Uni Neuenburg,UNE,Neuchâtel,Conseil scientifique,"Fondation Ch.-Ed. Guillaume, La Chaux-de-Fonds",Education & research
1093,Pierre-André,Farine,Uni Neuenburg,UNE,Neuchâtel,"Conseiller scientifique, membre du comité d'organisation","Association pour le Concours International de Chronométrie, Le Locle","Industry, construction & agriculture"
1094,Pierre-André,Farine,Uni Neuenburg,UNE,Neuchâtel,Membre,"SSC (Société Suisse de Chronométrie), Neuchâtel","Industry, construction & agriculture"
1095,Pierre-André,Farine,Uni Neuenburg,UNE,Neuchâtel,Membre de l'assemblée générale AG du COSC,"Contrôle officiel suisse des chronomètres (COSC), La Chaux-de-Fonds","Industry, construction & agriculture"
1096,Pierre-André,Farine,Uni Neuenburg,UNE,Neuchâtel,"Membre du Conseil d'administration d'Asgalium Unitec SA, Consulting et expertises","Asgalium Unitec SA, Cortaillod","Industry, construction & agriculture"
1097,Pierre-André,Farine,Uni Neuenburg,UNE,Neuchâtel,Présidence de la commission technique CT du COSC,"COSC (Contrôle Officiel Suisse des Chronomètres), La Chaux-de-Fonds","Industry, construction & agriculture"
1098,Pierre-André,Farine,Uni Neuenburg,UNE,Neuchâtel,"Présidence de la Fondation du Prix Omega, Prix Omega scientifique et Prix Omega Etudiants","Fondation du prix Omega, Neuchâtel",Education & research
1099,Pierre-André,Farine,Uni Neuenburg,UNE,Neuchâtel,Vice-président,"Collegium International SMYLE en microtechnique, Besançon",Education & research
1100,Pietro,Beritelli,USI Lugano,USI,Lugano,Verwaltungsratspräsident,Tourismus Services Ostschweiz AG,"Commerce, trade & services"
1101,Pietro,Beritelli,USI Lugano,USI,Lugano,Verwaltungsratspräsident,Heidiland Tourismus AG,"Commerce, trade & services"
1102,Pius Eliseo,Baschera,ETH Zürich,ETH,Zurich,VR-Präsidium,Venture Incubator AG,Financial industry & insurances
1103,Pius Eliseo,Baschera,ETH Zürich,ETH,Zurich,VR-Präsidium,Hilti AG,"Industry, construction & agriculture"
1104,Pius Eliseo,Baschera,ETH Zürich,ETH,Zurich,VR-Mandat,Schindler Holding AG,"Industry, construction & agriculture"
1105,Pius Eliseo,Baschera,ETH Zürich,ETH,Zurich,VP des Beirates,Vorwerk & Co. KG,"Commerce, trade & services"
1106,Pius Eliseo,Baschera,ETH Zürich,ETH,Zurich,VR-Mandat,Roche Holding AG,Pharma & health
1107,Pius Eliseo,Baschera,ETH Zürich,ETH,Zurich,VP des Beirates,ARDEX GmbH,"Industry, construction & agriculture"
1108,Primus-Eugen,Mullis,Uni Bern,UBE,Bern,NA,Berner Diabetes Gesellschaft,Pharma & health
1109,Primus-Eugen,Mullis,Uni Bern,UBE,Bern,NA,Berner Diabetes Stiftung,Pharma & health
1110,Primus-Eugen,Mullis,Uni Bern,UBE,Bern,NA,Fondazione Ettore e Valeria Rossi,"Society, Social, Culture & Sports"
1111,Rachid,Guerraoui,ETH Lausanne,EPF,Lausanne,"Evaluation Agence de la recherche, France","ANR, Paris",Education & research
1112,Rafael,Lalive,Uni Lausanne,ULA,Lausanne,NA,Activités académiques,Education & research
1113,Raffaello,D'Andrea,ETH Zürich,ETH,Zurich,VR-Präsidium,Verity Studios AG,"Industry, construction & agriculture"
1114,Rainer,Schulin,ETH Zürich,ETH,Zurich,Präsident,Stiftung Geobotanisches Forschungsinstitut Rübel,Education & research
1115,Rajna Nicole,Gibson Brandon,Uni Genf,UGE,Geneva,Membre du conseil d'administration,Swiss Re,Financial industry & insurances
1116,Ralf,Seifert,ETH Lausanne,EPF,Lausanne,"Professorship at IMD, 50% work contract","IMD, Lausanne",Education & research
1117,Reiner,Eichenberger,Uni Freiburg,UFR,Fribourg,Mitglied Stiftungsrat Ombudsmann,Postfinance,Financial industry & insurances
1118,Reiner,Eichenberger,Uni Freiburg,UFR,Fribourg,Mitglied,Eidgenössische Kommunikationskommission,"Commerce, trade & services"
1119,Reinhard,Jung,Uni St. Gallen,USG,Saint Gallen,Vorstandsmitglied/Kassierer,Swiss Informatics Research Association,Education & research
1120,Reinhard,Schulze,Uni Bern,UBE,Bern,NA,Mitglied Hochschulrat Leipzig,Education & research
1121,Reinhard,Jung,Uni St. Gallen,USG,Saint Gallen,Mitglied des Innovationsbeirats,Haas Food Equipment GmbH,"Industry, construction & agriculture"
1122,Reinhard,Jung,Uni St. Gallen,USG,Saint Gallen,Geschäftsführer,IARDA GmbH,"Consulting, public relations, legal & trust"
1123,Renate,Schubert,ETH Zürich,ETH,Zurich,Stiftungsrat,Kinderbetreuung im Hochschulraum Zürich (kihz),"Society, Social, Culture & Sports"
1124,René,Bloch,Uni Bern,UBE,Bern,NA,Jakob und Werner Wyler-Stiftung Zürich,"Society, Social, Culture & Sports"
1125,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Mitglied der Programmkommission,Avenir Suisse,"Society, Social, Culture & Sports"
1126,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Mitglied des VR,Löwetz Immobilien AG,"Commerce, trade & services"
1127,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,R&M Immobilien AG,"Commerce, trade & services"
1128,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Vorsitz EG Wirtschaftsstatistik,Bundesamt für Statistik,"Politics, administration, justice system & security sector"
1129,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Vorstandsmitglied,Schweiz. Gesellschaft für Volkswirtschaft und Statistik,"Commerce, trade & services"
1130,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Bankrat,Schwyzer Kantonalbank,Financial industry & insurances
1131,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Mitglied des geschäftsleitenden Ausschusses,SEW-HSG,Education & research
1132,Reza Shokrollah,Abhari,ETH Zürich,ETH,Zurich,Aufsichtsratsmandat,PNE Wind AG,"Energy, environment & mobility"
1133,Rico,von Wyss,Uni St. Gallen,USG,Saint Gallen,Oberstlt i Gst,Schweizer Armee,"Politics, administration, justice system & security sector"
1134,Robert,Danon,Uni Lausanne,ULA,Lausanne,Mandat,Activités académiques,Education & research
1135,Roger,Moser,Uni St. Gallen,USG,Saint Gallen,Board Member,Think Tank Thurgau,"Society, Social, Culture & Sports"
1136,Roger,Moser,Uni St. Gallen,USG,Saint Gallen,Board Member,Timor Foundation,"Society, Social, Culture & Sports"
1137,Roger,Moser,Uni St. Gallen,USG,Saint Gallen,Founder & Partner,Industry Intelligence GmbH,"Consulting, public relations, legal & trust"
1138,Roland,Weiger,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"Coltene, Altstätten",Pharma & health
1139,Roland,Fankhauser,Uni Basel,UBA,Basel,Konsulent,Schweizerischer Anwaltsverband,"Politics, administration, justice system & security sector"
1140,Roland,Fankhauser,Uni Basel,UBA,Basel,Mitglied,Advokatenkammer Basel-Stadt,"Politics, administration, justice system & security sector"
1141,Roland,Fankhauser,Uni Basel,UBA,Basel,Mitglied,Freiwillige Akademische Gesellschaft (FAG),Education & research
1142,Roland,Fankhauser,Uni Basel,UBA,Basel,Mitglied,Liatowitsch & Partner,"Politics, administration, justice system & security sector"
1143,Roland,Fankhauser,Uni Basel,UBA,Basel,Mitglied,Zivilprozessrechtslehrervereinigung,"Politics, administration, justice system & security sector"
1144,Roland,Fankhauser,Uni Basel,UBA,Basel,Mitglied,Zivilrechtslehrervereinigung,"Politics, administration, justice system & security sector"
1145,Roland,Fankhauser,Uni Basel,UBA,Basel,Vorstandmitglied,"Basler Juristenverein, Pro Iure","Commerce, trade & services"
1146,Roland,Fankhauser,Uni Basel,UBA,Basel,Vorstandsmitglied,Verein Fachanwältinnen und Fachanwälte SAV Familienrecht,"Politics, administration, justice system & security sector"
1147,Roland,Fankhauser,Uni Basel,UBA,Basel,Vorstandsmitglied und seit Januar 2015 Präsident,Centrum für Familienwissenschaften,Education & research
1148,Roland,Füss,Uni St. Gallen,USG,Saint Gallen,Lehrtätigkeit,CUREM,Education & research
1149,Roland,Füss,Uni St. Gallen,USG,Saint Gallen,Lehrtätigkeit,EBS Universität,Education & research
1150,Roland,Füss,Uni St. Gallen,USG,Saint Gallen,Vortragstätigkeit (einmalig),Swiss&Global,Financial industry & insurances
1151,Roland,Hodler,Uni St. Gallen,USG,Saint Gallen,"Malmsten Visiting Professor, Department of Economics",University of Gothenburg,Education & research
1152,Roland,Logé,ETH Lausanne,EPF,Lausanne,"Conseil scientifique, domaine de la métallurgie","Association ARMINES, Paris, France",Education & research
1153,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Fluglehrer,Fliegerschule St.Gallen-Altenrhein,"Energy, environment & mobility"
1154,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Seniorpartner,Rechtsanwaltskanzlei ME Advocat AG,"Consulting, public relations, legal & trust"
1155,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Titularprofessor für Arbeitsrecht,Universität Bern,Education & research
1156,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspitglied,BTV Leasing Schweiz AG,Financial industry & insurances
1157,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,"Ebnat AG, Ebna","Industry, construction & agriculture"
1158,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,ME Advocat AG,"Consulting, public relations, legal & trust"
1159,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,Nussbaum Gruppe,"Industry, construction & agriculture"
1160,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,Peka Pinselfabrik AG,"Industry, construction & agriculture"
1161,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratssekretär,Ricola Familienholding AG,"Industry, construction & agriculture"
1162,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratsvizepräsident,Board Foundation,Education & research
1163,Roland,Müller,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratsvizepräsident,Finanzmarktaufsicht Liechtenstein,"Politics, administration, justice system & security sector"
1164,Roland Yves,Siegwart,ETH Zürich,ETH,Zurich,VR-Mandat,ALSTOM Inspection Robotics AG,"Industry, construction & agriculture"
1165,Roland Yves,Siegwart,ETH Zürich,ETH,Zurich,VR-Mandat,EVATEC Holding und EVATEC AG,Financial industry & insurances
1166,Roland Yves,Siegwart,ETH Zürich,ETH,Zurich,VR-Mandat,Komax Holding AG,"Industry, construction & agriculture"
1167,Roland Yves,Siegwart,ETH Zürich,ETH,Zurich,Stiftungsrat,BlueLion Stiftung,Technology
1168,Rolf,Becker,Uni Bern,UBE,Bern,NA,GESIS Leibniz Institut,Education & research
1169,Rolf,Ingold,Uni Freiburg,UFR,Fribourg,Stiftungsrat,Hasler Stiftung,Technology
1170,Roman,Boutellier,ETH Zürich,ETH,Zurich,Stiftungsrat,Huber-Kudlich-Stiftung an der Eidgenössischen Technischen Hochschule Zürich,Education & research
1171,Roman,Boutellier,ETH Zürich,ETH,Zurich,NA,Stiftung Swiss Innovation Park,"Commerce, trade & services"
1172,Roman,Boutellier,ETH Zürich,ETH,Zurich,VR-Mandat,Rychiger AG,"Industry, construction & agriculture"
1173,Roman,Boutellier,ETH Zürich,ETH,Zurich,VR-Mandat,Georg Fischer AG,"Industry, construction & agriculture"
1174,Roman,Boutellier,ETH Zürich,ETH,Zurich,VR-Mandat,Appenzeller Kantonalbank,Financial industry & insurances
1175,Roman,Boutellier,ETH Zürich,ETH,Zurich,VR-Mandat,Ammann BauAusrüstung AG,"Commerce, trade & services"
1176,Rémy,Glardon,ETH Lausanne,EPF,Lausanne,Conseil en gestion d'entreprise,"NGL Cleaning Technology SA, Nyon",Technology
1177,Rüdiger,Fahlenbrach,ETH Lausanne,EPF,Lausanne,15-hour MBA class,European School of Management and Technology,Education & research
1178,Rüdiger,Fahlenbrach,ETH Lausanne,EPF,Lausanne,10-hour PhD class,University of Vienna,Education & research
1179,Rüdiger,Fahlenbrach,ETH Lausanne,EPF,Lausanne,2-hour Exec. Education International Wealth Management Retreat,"SFI, Zürich",Education & research
1180,Sabine,Süsstrunk,ETH Lausanne,EPF,Lausanne,Start-up advisor to Kokko Inc.,"Kokko Inc, USA",Technology
1181,Sacha Leo Cornel,Menz,ETH Zürich,ETH,Zurich,VR-Mandat,Staub Holding AG,"Commerce, trade & services"
1182,Sacha Leo Cornel,Menz,ETH Zürich,ETH,Zurich,VR-Mandat,SAM Architekten und Partner AG,"Industry, construction & agriculture"
1183,Scott,Loren,Uni St. Gallen,USG,Saint Gallen,Dozent für Englische Sprache und Literatur,Pädagogische Hochschule St.Gallen,Education & research
1184,Sebastian,Wolf,Uni Bern,UBE,Bern,NA,Major und Feller Stiftung,Not classifiable
1185,Sebastian,Wolf,Uni Bern,UBE,Bern,NA,Haag Streit Stiftung,Pharma & health
1186,Sebastian,Maerkl,ETH Lausanne,EPF,Lausanne,"Board Member, Prosper Diagnostics an early stage EPFL start-up","Prosper Diagnostic, Basel",Pharma & health
1187,Sebastian,Wolf,Uni Bern,UBE,Bern,NA,Hans Goldmann Stiftung,Pharma & health
1188,Semyon,Malamud,ETH Lausanne,EPF,Lausanne,Academic consulting,"Quantica Capital, Schaffausen",Financial industry & insurances
1189,Semyon,Malamud,ETH Lausanne,EPF,Lausanne,Teaching a PhD class,Dublin City University,Education & research
1190,Serge,Vaudenay,ETH Lausanne,EPF,Lausanne,Droits d'auteur,"PPUR, Lausanne",Media & communication
1191,Serge,Vaudenay,ETH Lausanne,EPF,Lausanne,Expertise,Ingenico Paris,Technology
1192,Serge,Vaudenay,ETH Lausanne,EPF,Lausanne,Droits d'auteur,Springer USA,Media & communication
1193,Sibylle,Hofer,Uni Bern,UBE,Bern,NA,Moser-Nef-Stiftung,Education & research
1194,Sibylle,Hofer,Uni Bern,UBE,Bern,NA,Stiftung-Sammlung Schweizer Rechtsquellen,Not classifiable
1195,Silvestro,Micera,ETH Lausanne,EPF,Lausanne,Prof. Part-time,"Scuola superiore Sant'Anna, Italy",Education & research
1196,Simon,Henein,ETH Lausanne,EPF,Lausanne,Membre du Scientific Advisory Board and conseil technique,"CSEM: Centre Suisse d'Electronique et de Microtechnique, Neuchâtel",Education & research
1197,Simon,Henein,ETH Lausanne,EPF,Lausanne,Enseignement de cours de formation continue,"FSRM: Fondation Suisse pour la Recherche en Microtechnique, Neuchâtel",Education & research
1198,Simone,Munsch,Uni Freiburg,UFR,Fribourg,Wissenschaftlicher Beriat des Zentrums für Psychotherapie,Universität Zürich,Education & research
1199,Simone,Walther,Uni St. Gallen,USG,Saint Gallen,Rechtsanwältin,Schärer Rechtsanwälte,"Consulting, public relations, legal & trust"
1200,Simone,Munsch,Uni Freiburg,UFR,Fribourg,Forschungsrätin,Schweizerischer Nationalfonds (SNF),Education & research
1201,Simone,Munsch,Uni Freiburg,UFR,Fribourg,Präsidentin der Unabhängigen Fachkommission,Airport Casino Basel,"Commerce, trade & services"
1202,Simone,Munsch,Uni Freiburg,UFR,Fribourg,Vizepräsidentin,PsyKo,"Politics, administration, justice system & security sector"
1203,Sophia,Haussener,ETH Lausanne,EPF,Lausanne,Associate Editor for Journal of Renewable & Sustainable Energy,"AIP Publishing Center, Melville, NY, USA",Media & communication
1204,Srdan,Capkun,ETH Zürich,ETH,Zurich,Geschäftsführer,Contego Laboratories GmbH,Technology
1205,Stanislav,Smirnov,Uni Genf,UGE,Geneva,Direction scientifique,"Centre de mathématiques, Université d'Etat de Saint Petersburg",Pharma & health
1206,Stanislav,Smirnov,Uni Genf,UGE,Geneva,Direction scientifique,"Institut des Sciences et Technologies, Skolkovo",Pharma & health
1207,Stefan,Morkötter,Uni St. Gallen,USG,Saint Gallen,Geschäftsführer,IBEF GmbH,Technology
1208,Stefan,Weber,Uni Bern,UBE,Bern,President,Stiftung CCMT,Pharma & health
1209,Stefan,Bechtold,ETH Zürich,ETH,Zurich,NA,Fondation Professeur Walther Hug,Education & research
1210,Stefan,Bühler,Uni Zürich,UZH,Zurich,Vizepräsident,Wettbewerbskommission,"Politics, administration, justice system & security sector"
1211,Stefan,Morkötter,Uni St. Gallen,USG,Saint Gallen,Fachbeirat,Hydropower Solutions GmbH,"Energy, environment & mobility"
1212,Stefan,Weber,Uni Bern,UBE,Bern,Board Member,CAScination AG,Pharma & health
1213,Stefan,Morkötter,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Infrastruktur SK,Not classifiable
1214,Stefan,Rebenich,Uni Bern,UBE,Bern,NA,Jacob Burckhardt-Stiftung,"Society, Social, Culture & Sports"
1215,Stefanie,Hellweg,ETH Zürich,ETH,Zurich,Vorstandsmitglied,Ecoinvent,"Industry, construction & agriculture"
1216,Stephan,Wolf,Uni Bern,UBE,Bern,NA,Curt Rommel-Stiftung (Grundauftrag),Education & research
1217,Stephan,Aier,Uni St. Gallen,USG,Saint Gallen,Lehrauftrag Enterprise Architecture,Reykjavik University,Education & research
1218,Stephan,Morgenthaler,ETH Lausanne,EPF,Lausanne,"Conseil d'administration, membre actuaire de Michgenossenschaft Reitnau","AICOS Technologies AG, Bâle",Technology
1219,Stephan,Morgenthaler,ETH Lausanne,EPF,Lausanne,Conseil scientifique,"Novigenix, Lausanne",Pharma & health
1220,Stephan,Morgenthaler,ETH Lausanne,EPF,Lausanne,Divers contrats d'expertises,"Firmenich, Nestlé, Touring Club Suisse",Not classifiable
1221,Stephan,Rohr,Uni Bern,UBE,Bern,NA,"Dr. Josef Steiner Cancer Research Foundation, Präsident",Pharma & health
1222,Stephan,Windecker,Uni Bern,UBE,Bern,Aufsichtsrat,"European Cardiovascular Research Institute (ECRI), Aufsichtsrat",Education & research
1223,Stephan,Windecker,Uni Bern,UBE,Bern,Verwaltungsrat,"Kardiologie Interlaken - Unterseen AG, Verwaltungsrat",Pharma & health
1224,Stephan,Aier,Uni St. Gallen,USG,Saint Gallen,Beratung und Veranstaltungen im Bereich Enterprise Architecture Management,TWZ GmbH,Not classifiable
1225,Stephanie,Hrubesch,Uni Bern,UBE,Bern,NA,Ostschweizerische Finanzholding AG,Financial industry & insurances
1226,Stephanie,Teufel,Uni Freiburg,UFR,Fribourg,Aufsichtsrat,Exelsis Business Technology AG,Technology
1227,Stewart,Cole,ETH Lausanne,EPF,Lausanne,Membre du Conseil d'Administration,"Institut Pasteur Paris, France",Education & research
1228,Stewart,Cole,ETH Lausanne,EPF,Lausanne,Contrat de Conseil,"K-RITH, Durban, South Africa",Education & research
1229,Stuart,Lane,Uni Lausanne,ULA,Lausanne,NA,Activités académiques,Education & research
1230,Stéphanie,Lacour,ETH Lausanne,EPF,Lausanne,Co-fondateur d'une start-up en décembre 2014,G-Therapeutics EPFL PSE,Pharma & health
1231,Sven,Reinecke,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,MPM Market Performance Management St. Gallen AG,"Consulting, public relations, legal & trust"
1232,Sven,Reinecke,Uni St. Gallen,USG,Saint Gallen,Mitglied im Stiftungsrat,Stiftung Kinderdorf Pestalozzi,"Politics, administration, justice system & security sector"
1233,Tamar,Kohn Johnson,ETH Lausanne,EPF,Lausanne,Associate Editor,"Royal Society of Chemistry, Cambridge, UK",Education & research
1234,Tamar,Kohn Johnson,ETH Lausanne,EPF,Lausanne,Member of Independent Advisory Committee,"WHO, Geneva",Pharma & health
1235,Tamar,Kohn Johnson,ETH Lausanne,EPF,Lausanne,Adjunct scientist,Eawag,Education & research
1236,Tatsuya,Nakada,ETH Lausanne,EPF,Lausanne,Chair of the Scientific Advisory Committee,"National Institute for Subatomic Physics, Amsterdam",Education & research
1237,Tatsuya,Nakada,ETH Lausanne,EPF,Lausanne,Editor of Nuclear Physics B,"Elsevier Publishing, Amsterdam",Education & research
1238,Tatsuya,Nakada,ETH Lausanne,EPF,Lausanne,Editor of Journal of High Energy Physics,"Springer-Verlag, Heidelberg, Germany",Media & communication
1239,Tatsuya,Nakada,ETH Lausanne,EPF,Lausanne,Chair of the Scientific Policy Committee for the CERN Council,"CERN, Genève",Education & research
1240,Tatsuya,Nakada,ETH Lausanne,EPF,Lausanne,Chair of the Scientific Committee (from September 2016),"INFN, Italie",Education & research
1241,Tatsuya,Nakada,ETH Lausanne,EPF,Lausanne,Chair of a B-factory Programme Advisory Committee,"High Energy Accelerator Organization, Tsukuba, Japan",Education & research
1242,Tatsuya,Nakada,ETH Lausanne,EPF,Lausanne,Member of the Scientific Advisory Committee for the Next Einstein Forum,"African Institute for Mathematical Science, Cape Town, South Africa",Education & research
1243,Theo,Lasser,ETH Lausanne,EPF,Lausanne,President Board Abionic,"Abionic, Innovation Park",Pharma & health
